time,surface_pressure (hPa),soil_moisture_0_to_7cm (m³/m³),et0_fao_evapotranspiration (mm),rain (mm),windspeed_10m (km/h),relativehumidity_2m (%),temperature_2m (°C),soil_temperature_0_to_7cm (°C),cloudcover (%),shortwave_radiation (W/m²),weathercode (wmo code)
2013-06-14,1001.4916666666667,0.23545833333333333,5.35,0.0,5.4125000000000005,73.91666666666667,20.650000000000002,21.72083333333333,4.583333333333333,8102.0,0
2013-06-15,1002.6374999999999,0.22575,4.74,0.0,5.55,81.25,21.008333333333333,22.129166666666666,9.291666666666666,7435.0,0
2013-06-16,1003.0166666666668,0.21695833333333334,5.09,0.0,4.6875,78.16666666666667,21.8,22.837500000000002,7.916666666666667,7725.0,0
2013-06-17,1001.8708333333334,0.208,5.28,0.0,4.2625,80.625,23.229166666666668,24.020833333333332,3.5833333333333335,7625.0,0
2013-06-18,1001.1458333333334,0.2000833333333333,5.05,0.0,4.570833333333334,81.66666666666667,24.28333333333333,25.079166666666666,7.083333333333333,7059.0,0
2013-06-19,1001.1416666666668,0.19270833333333334,5.34,0.0,4.6375,80.875,24.962500000000002,25.633333333333336,3.5416666666666665,7435.0,0
2013-06-20,1001.3083333333334,0.1855416666666667,5.7,0.0,4.845833333333333,79.0,24.883333333333336,25.7,3.625,7981.0,0
2013-06-21,1001.3541666666666,0.17858333333333332,5.67,0.0,5.195833333333334,76.20833333333333,24.479166666666668,25.462500000000002,0.0,8007.0,0
2013-06-22,1001.2916666666666,0.17279166666666668,5.12,0.0,8.200000000000001,74.95833333333333,23.625,24.9375,25.333333333333332,7239.0,0
2013-06-23,1000.3000000000001,0.16820833333333332,5.11,0.0,9.208333333333334,74.58333333333333,22.504166666666666,24.8125,13.625,7698.0,2
2013-06-24,998.7249999999999,0.166,4.45,0.2,15.141666666666666,69.29166666666667,20.954166666666666,23.366666666666664,45.75,6532.0,1
2013-06-25,1000.475,0.166,4.3,0.0,6.508333333333333,67.875,20.7375,23.1875,37.25,6337.0,2
2013-06-26,1002.1041666666666,0.16329166666666667,4.63,0.1,5.9875,63.416666666666664,21.25,23.129166666666666,24.375,6472.0,1
2013-06-27,1002.85,0.1615,4.56,0.0,6.345833333333334,62.166666666666664,20.6375,23.008333333333336,16.791666666666668,6664.0,0
2013-06-28,1001.7916666666666,0.16233333333333333,4.43,1.4000000000000001,7.375,69.29166666666667,20.666666666666668,22.170833333333334,26.291666666666668,6833.0,0
2013-06-29,1000.2291666666666,0.1894583333333333,4.07,5.800000000000001,6.095833333333334,70.875,19.05,21.59166666666667,40.875,6438.0,51
2013-06-30,1002.0,0.18995833333333334,4.72,0.0,6.816666666666666,64.91666666666667,20.1375,22.2,12.125,6822.0,0
2013-07-01,1003.6333333333333,0.17991666666666664,5.41,0.0,6.570833333333333,65.79166666666667,21.270833333333332,22.991666666666664,7.666666666666667,7871.0,0
2013-07-02,1003.0666666666666,0.17149999999999999,5.13,0.0,5.316666666666666,70.16666666666667,22.325,23.625,4.041666666666667,7498.0,0
2013-07-03,1001.3125,0.16491666666666668,5.29,0.0,6.333333333333333,71.91666666666667,22.070833333333336,23.883333333333336,2.4166666666666665,7870.0,0
2013-07-04,1000.7333333333332,0.16525,3.09,0.30000000000000004,5.875,73.125,20.995833333333334,22.462500000000002,43.875,4245.0,1
2013-07-05,1002.1999999999999,0.164,5.21,0.0,7.479166666666667,65.25,23.34166666666667,24.583333333333332,2.7916666666666665,7007.0,0
2013-07-06,1002.7125,0.15929166666666666,5.0600000000000005,1.2,7.641666666666667,60.791666666666664,23.745833333333334,24.8125,11.916666666666666,6750.0,0
2013-07-07,1002.5749999999999,0.17104166666666668,4.55,2.5,5.3625,69.5,23.645833333333332,25.366666666666664,17.5,6395.0,0
2013-07-08,1003.4041666666667,0.19991666666666666,4.61,2.6999999999999997,6.104166666666667,75.04166666666667,23.2625,25.05,17.916666666666668,6569.0,0
2013-07-09,1001.8291666666668,0.21175,4.69,2.3,5.0874999999999995,76.54166666666667,23.104166666666668,24.945833333333336,13.666666666666666,6816.0,0
2013-07-10,998.3291666666668,0.20808333333333331,4.58,2.8,5.591666666666666,77.875,23.320833333333336,24.854166666666668,10.375,6846.0,0
2013-07-11,997.7291666666666,0.2005,3.87,2.6,5.191666666666666,82.95833333333333,22.90416666666667,24.729166666666668,35.583333333333336,5860.0,1
2013-07-12,1000.5500000000001,0.19445833333333332,4.59,1.8,5.579166666666667,83.20833333333333,23.070833333333336,25.191666666666666,13.208333333333334,6819.0,0
2013-07-13,1001.6750000000001,0.1844583333333333,4.89,0.0,6.2250000000000005,81.625,23.991666666666664,26.02916666666667,17.958333333333332,7142.0,0
2013-07-14,1001.2333333333332,0.17854166666666668,4.5,5.1,5.783333333333334,80.16666666666667,23.8,26.02916666666667,35.291666666666664,6672.0,0
2013-07-15,1001.5458333333332,0.17345833333333335,4.96,0.0,7.183333333333334,72.45833333333333,23.983333333333334,26.058333333333334,10.25,6786.0,0
2013-07-16,1003.0625,0.16504166666666667,5.49,0.0,7.3500000000000005,62.5,24.525000000000002,26.28333333333333,4.541666666666667,7158.0,0
2013-07-17,1002.9916666666667,0.15783333333333335,5.47,0.0,6.045833333333333,60.833333333333336,24.28333333333333,26.458333333333332,3.7083333333333335,7393.0,0
2013-07-18,1002.8666666666667,0.15279166666666666,4.87,0.0,6.570833333333333,68.95833333333333,24.09166666666667,26.037499999999998,10.625,6706.0,0
2013-07-19,1002.0208333333334,0.15070833333333333,4.72,0.6,5.258333333333334,75.75,24.5625,26.2375,13.833333333333334,6938.0,0
2013-07-20,1000.1374999999999,0.15066666666666664,4.78,1.4,5.283333333333333,74.04166666666667,24.287499999999998,26.266666666666666,9.333333333333334,6768.0,0
2013-07-21,1000.1666666666666,0.15254166666666666,4.87,1.0,5.2,69.25,24.95,26.829166666666666,10.958333333333334,6718.0,0
2013-07-22,999.5625,0.153875,5.3,0.0,6.345833333333334,69.0,25.145833333333332,27.295833333333334,5.625,7134.0,0
2013-07-23,998.9916666666667,0.15033333333333332,4.93,0.0,5.866666666666667,74.125,25.245833333333334,27.366666666666664,5.25,6789.0,0
2013-07-24,1001.1083333333332,0.147875,4.61,0.2,6.016666666666667,79.375,25.2625,27.2375,15.125,6470.0,0
2013-07-25,1001.9333333333334,0.14595833333333333,4.92,0.0,6.429166666666667,77.33333333333333,25.429166666666664,27.59583333333333,24.0,6904.0,2
2013-07-26,1000.8583333333332,0.14395833333333333,4.87,0.1,5.320833333333334,77.5,25.991666666666664,27.954166666666666,8.75,6697.0,0
2013-07-27,999.4041666666667,0.14212499999999997,5.25,0.0,5.354166666666667,76.70833333333333,26.808333333333334,28.5125,4.291666666666667,7005.0,0
2013-07-28,1001.7041666666668,0.14049999999999999,5.59,0.0,5.104166666666667,76.70833333333333,27.3125,29.15833333333333,1.125,7405.0,0
2013-07-29,1002.3708333333334,0.13941666666666666,5.43,0.0,6.508333333333333,75.83333333333333,27.016666666666666,28.795833333333334,4.0,7384.0,0
2013-07-30,999.9375,0.13854166666666667,5.14,0.0,6.895833333333333,71.375,26.65833333333333,29.141666666666666,29.916666666666668,6745.0,1
2013-07-31,998.8125,0.13745833333333335,6.13,0.0,10.174999999999999,49.791666666666664,27.0625,29.145833333333332,1.4166666666666667,7240.0,0
2013-08-01,999.8833333333333,0.136375,6.03,0.0,9.058333333333334,52.708333333333336,26.6125,28.912499999999998,0.08333333333333333,7368.0,0
2013-08-02,1001.5583333333334,0.13541666666666666,5.68,0.0,6.645833333333333,61.791666666666664,26.329166666666666,28.837500000000002,0.5833333333333334,7327.0,0
2013-08-03,1002.1374999999999,0.135,5.58,0.0,6.375,69.45833333333333,27.133333333333336,28.95,0.125,7311.0,0
